X,Y,DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,LAT,LONG,CRIME_WEIGHT
-8478041.9906411,5315732.78196727,2023/04/22 04:00:00+00,1110,1113,100 PARKWAY DR     ,SIMPLE ASSAULT,43.024703856,-76.159546996,65
-8473560.96613761,5320338.15831842,2023/04/22 04:00:00+00,1710,1710,1400 BURNET AVE    ,CRIMINAL MISCHIEF,43.054940925,-76.119293268,32
-8478888.18619564,5317945.41743032,2023/07/31 04:00:00+00,1057,1100,200 SABINE ST     ,POSSESSION/USE DANGEROUS WEAPONS,43.0392330000001,-76.1671484999999,152
-8474144.63704834,5321093.16563952,2023/04/22 04:00:00+00,1809,1809,100 SCHULER ST     ,SIMPLE ASSAULT,43.059896581,-76.124536473,50
-8477972.16459995,5322229.47187567,2023/04/22 04:00:00+00,1700,1705,300 COURT ST     ,CRIMINAL MISCHIEF,43.0673542210001,-76.158919738,95
-8478888.18619564,5317945.41743032,2023/07/31 04:00:00+00,1130,1130,200 SABINE ST     ,POSSESSION/USE DANGEROUS WEAPONS,43.0392330000001,-76.1671484999999,152
-8476644.71930198,5321102.70985709,2023/04/22 04:00:00+00,2235,2235,1400 LODI ST     ,OFFN AGAINST FAMILY,43.0599592240001,-76.146995094,42
-8478153.62906224,5318087.89562044,2023/04/22 04:00:00+00,2305,2305,100 HOLLAND ST     ,OFFN AGAINST FAMILY,43.040168457,-76.1605498609999,22
-8476769.7206261,5319449.27024237,2023/07/31 04:00:00+00,1600,1000,300 E  WASHINGTON ST     ,CRIMINAL MISCHIEF,43.0491060000001,-76.148118,237
-8477361.82688257,5321634.62887654,2023/04/22 04:00:00+00,300,900,2000 LODI ST     ,CRIMINAL MISCHIEF,43.0634503470001,-76.153436981,52
-8476031.57243725,5314602.04827187,2023/04/22 04:00:00+00,2100,2100,100 W  PLEASANT ST     ,ALL OTHER OFFENSES,43.0172776300001,-76.141487102,2
-8473967.97602207,5317504.04075871,2023/07/31 04:00:00+00,1721,1721,700 EUCLID AVE    ,SIMPLE ASSAULT,43.0363350000001,-76.1229494999999,20
-8477529.18994836,5321557.82554191,2023/04/22 04:00:00+00,915,915,200 ISABELLA ST     ,CRIMINAL MISCHIEF,43.0629462790001,-76.154940429,15
-8479570.19295968,5317767.32522224,2023/04/22 04:00:00+00,1030,1200,300 FITCH ST     ,CRIMINAL MISCHIEF,43.0380636950001,-76.173275071,25
-8480278.98920444,5317262.78193261,2023/04/23 04:00:00+00,226,240,100 LOEHR AVE    ,SIMPLE ASSAULT,43.03475088,-76.1796422959999,20
-8472429.09538135,5319309.43051296,2023/07/31 04:00:00+00,1404,1404,2500 E  FAYETTE ST     ,SIMPLE ASSAULT,43.048188,-76.1091254999999,10
-8478782.00899741,5321766.48921796,2023/04/23 04:00:00+00,900,930,500 SOLAR ST     ,OFFN AGAINST FAMILY,43.06431575,-76.166194694,41
-8475640.75619911,5320383.9359619,2023/04/22 04:00:00+00,2100,1400,300 GREEN ST     ,ALL OTHER OFFENSES,43.055241408,-76.13797634,52
-8479989.89649436,5316824.2359639,2023/04/23 04:00:00+00,847,847,400 GRANT AVE    ,SIMPLE ASSAULT,43.031871256,-76.177045332,22
-8478861.87160386,5318534.80932916,2023/04/23 04:00:00+00,324,324,600 GIFFORD ST     ,OFFN AGAINST FAMILY,43.043102628,-76.166912112,70
-8473046.48674695,5323085.39816193,2023/04/23 04:00:00+00,1736,1736,200 TAFT AVE    ,CRIMINAL MISCHIEF,43.0729711130001,-76.114671621,45
-8476023.01931549,5321575.4377413,2023/04/23 04:00:00+00,1705,1705,800 HIGHLAND ST     ,SIMPLE ASSAULT,43.0630618700001,-76.141410268,65
-8474144.63704834,5321093.16563952,2023/04/23 04:00:00+00,1730,1730,100 SCHULER ST     ,OFFN AGAINST FAMILY,43.059896581,-76.124536473,50
-8475897.48855586,5320549.27561854,2023/04/23 04:00:00+00,2009,2009,800 JAMES ST     ,OFFN AGAINST FAMILY,43.05632668,-76.140282606,29
-8478109.46939948,5317070.84342847,2023/04/23 04:00:00+00,2010,2010,400 BELLEVUE AVE    ,ALL OTHER OFFENSES,43.0334905710001,-76.160153168,2
-8478943.79362088,5320137.73905844,2023/04/23 04:00:00+00,500,500,100 SAND ST     ,SIMPLE ASSAULT,43.053625362,-76.16764803,15
-8475701.13622487,5320682.19898866,2023/04/23 04:00:00+00,2203,2203,900 JAMES ST     ,CRIMINAL MISCHIEF,43.057199161,-76.138518743,153
-8475119.91367503,5320571.77620768,2023/04/23 04:00:00+00,1920,727,300 OAK ST     ,CRIMINAL MISCHIEF,43.05647437,-76.133297532,55
-8477384.11616156,5319517.35177409,2023/04/23 04:00:00+00,0,1026,200 S  CLINTON ST     ,FRAUD,43.049552927,-76.153637209,20
-8475950.68747259,5314121.75867248,2023/08/01 04:00:00+00,59,59,100 W  OSTRANDER AVE    ,SIMPLE ASSAULT,43.014123,-76.1407604999999,35
-8471940.75224865,5318204.28495134,2023/04/23 04:00:00+00,2100,849,1500 MEADOWBROOK DR     ,SIMPLE ASSAULT,43.040932614,-76.1047386389999,5
-8478868.28015562,5315440.0463938,2023/04/23 04:00:00+00,1800,904,1800 W  COLVIN ST     ,CRIMINAL MISCHIEF,43.0227813670001,-76.166969681,5
-8472369.54891593,5320034.25516387,2023/04/24 04:00:00+00,846,846,2200 ERIE BLVD E ,ALL OTHER OFFENSES,43.0529460770001,-76.1085905849999,2
-8477595.26608115,5319737.68425968,2023/04/23 04:00:00+00,0,600,300 ERIE BLVD W ,CRIMINAL MISCHIEF,43.050999296,-76.155534001,12
-8478101.15784102,5316806.99074903,2023/04/24 04:00:00+00,1644,1644,300 HUDSON ST     ,POSSESSION/USE DANGEROUS WEAPONS,43.031758016,-76.160078504,10
-8477231.08414438,5318644.53494196,2023/08/01 04:00:00+00,1034,1034,500 S  SALINA ST     ,ALL OTHER OFFENSES,43.043823,-76.152262499,254
-8479292.32292405,5319618.70685378,2023/04/24 04:00:00+00,1904,1904,300 RICHMOND AVE    ,STOLEN PROPERTY,43.0502182750001,-76.170778922,84
-8476517.61270364,5314663.53920473,2023/04/24 04:00:00+00,1609,1609,200 W  NEWELL ST     ,SIMPLE ASSAULT,43.0176815020001,-76.145853276,35
-8476138.96891786,5320939.91587732,2023/04/24 04:00:00+00,2049,2049,200 DOUGLAS ST     ,SIMPLE ASSAULT,43.058890725,-76.142451861,20
-8476206.52448668,5313073.40419701,2023/04/24 04:00:00+00,2023,2023,100 W  FLORENCE AVE    ,OFFN AGAINST FAMILY,43.0072366530001,-76.143058723,35
-8482066.79113589,5316760.50908369,2023/04/24 04:00:00+00,2149,2149,4600 ONONDAGA BLVD   ,SIMPLE ASSAULT,43.0314527950001,-76.195702394,10
-8476769.7206261,5319449.27024237,2023/08/01 04:00:00+00,900,1200,300 E  WASHINGTON ST     ,OFFN AGAINST FAMILY,43.0491060000001,-76.148118,237
-8475247.28421188,5320986.61381146,2023/04/24 04:00:00+00,1710,1720,1000 JAMES ST     ,SIMPLE ASSAULT,43.0591972290001,-76.134441721,87
-8478392.06784179,5323148.47892739,2023/04/25 04:00:00+00,1052,1052,1600 SPRING ST     ,POSSESSION/USE DANGEROUS WEAPONS,43.0733850510001,-76.162691793,60
-8476388.50702988,5321375.70697708,2023/08/01 04:00:00+00,1521,1521,800 BUTTERNUT ST     ,ALL OTHER OFFENSES,43.0617510000001,-76.1446935,127
-8476353.32194447,5320604.68697808,2023/04/25 04:00:00+00,546,546,600 CATHERINE ST     ,CRIMINAL MISCHIEF,43.05669039,-76.1443774269999,109
-8479024.94219009,5318743.23809819,2023/08/01 04:00:00+00,1552,1552,700 OTISCO ST     ,SIMPLE ASSAULT,43.044471,-76.168377,20
-8475247.28421188,5320986.61381146,2023/04/25 04:00:00+00,1557,1607,1000 JAMES ST     ,SIMPLE ASSAULT,43.0591972290001,-76.134441721,87
-8471998.59419002,5322475.15233205,2023/04/25 04:00:00+00,1200,1201,100 N  MIDLER AVE    ,OFFN AGAINST FAMILY,43.068966516,-76.1052582419999,17
-8478027.7858288,5322949.54230073,2023/04/25 04:00:00+00,1900,930,600 BEAR ST     ,CRIMINAL MISCHIEF,43.072079613,-76.159419392,20
-8477291.19678073,5319070.88521648,2023/08/01 04:00:00+00,1730,2000,400 S  SALINA ST     ,POSSESSION/USE DRUG,43.0466220000001,-76.1528025,84
-8481669.63859234,5319915.03115201,2023/04/25 04:00:00+00,1723,1723,300 ERIE ST     ,OFFN AGAINST FAMILY,43.0521634620001,-76.192134712,30
-8475501.6667255,5318460.44887741,2023/04/25 04:00:00+00,1424,1424,700 S  CROUSE AVE    ,FORGERY/COUNTERFEIT,43.0426144310001,-76.1367268779999,47
-8477709.31200891,5312172.05359556,2023/04/25 04:00:00+00,1952,1952,200 KRAMER DR     ,SIMPLE ASSAULT,43.001315316,-76.156558493,15
-8476069.59483384,5314013.5076361,2023/04/25 04:00:00+00,1915,1915,100 W  MATSON AVE    ,OFFN AGAINST FAMILY,43.013411965,-76.141828663,30
-8477262.18313657,5315586.83580967,2023/04/26 04:00:00+00,744,744,100 HOPE AVE    ,FRAUD,43.0237453880001,-76.152541866,50
-8476836.51387905,5323221.33798711,2023/04/26 04:00:00+00,1040,1040,2400 GRANT BLVD   ,CRIMINAL MISCHIEF,43.0738631510001,-76.1487180139999,20
-8480590.37252937,5318863.87670502,2023/08/01 04:00:00+00,550,550,300 WHITTIER AVE    ,CRIMINAL MISCHIEF,43.045263,-76.1824395,5
-8476205.00775862,5315112.31839196,2023/04/26 04:00:00+00,1152,1152,2800 S  SALINA ST     ,SIMPLE ASSAULT,43.020629,-76.143045098,50
-8476205.00775862,5315112.31839196,2023/04/26 04:00:00+00,1241,1241,2800 S  SALINA ST     ,OFFN AGAINST FAMILY,43.020629,-76.143045098,50
-8476496.21631827,5315956.22865394,2023/04/26 04:00:00+00,1306,1308,100 WOOD AVE    ,ALL OTHER OFFENSES,43.026171262,-76.145661069,86
-8476062.7335457,5313897.02904209,2023/04/26 04:00:00+00,1334,1334,100 HOBART AVE    ,SIMPLE ASSAULT,43.012646879,-76.141767027,35
-8475315.49845813,5322187.5345256,2023/08/02 04:00:00+00,330,630,400 HELEN ST     ,CRIMINAL MISCHIEF,43.067079,-76.1350545,5
-8478526.23309772,5318133.16905905,2023/04/27 04:00:00+00,2200,600,200 MERRIMAN AVE    ,CRIMINAL MISCHIEF,43.0404657020001,-76.16389702,24
-8476916.19358757,5321304.28766143,2023/04/27 04:00:00+00,1139,1139,1600 LODI ST     ,ALL OTHER OFFENSES,43.061282255,-76.1494337889999,12
-8475030.96583966,5318551.3162517,2023/08/02 04:00:00+00,654,654,700 WALNUT AVE    ,OFFN AGAINST FAMILY,43.043211,-76.1324984999999,5
-8481810.61481999,5316898.70446869,2023/04/27 04:00:00+00,1111,1130,4700 ONONDAGA BLVD   ,OFFN AGAINST FAMILY,43.032360248,-76.1934011229999,170
-8478239.06009225,5318833.60982496,2023/04/27 04:00:00+00,1336,1336,400 TULLY ST     ,POSSESSION/USE DRUG,43.0450642970001,-76.1613173009999,60
-8475425.70464269,5312844.81316697,2023/08/02 04:00:00+00,801,801,700 E  BRIGHTON AVE    ,SIMPLE ASSAULT,43.0057350000001,-76.136044499,30
-8470796.42228101,5321215.07755255,2023/04/27 04:00:00+00,2142,2142,3100 BURNET AVE    ,SIMPLE ASSAULT,43.060696739,-76.094458948,20
-8477867.26167593,5323695.68539259,2023/04/29 04:00:00+00,2148,2150,100 PENNSYLVANIA AVE    ,CRIMINAL MISCHIEF,43.0769757200001,-76.157977379,5
-8479620.05618786,5322321.931704,2023/07/19 04:00:00+00,1644,1644,1 DESTINY USA DR,OFFN AGAINST FAMILY,43.067961,-76.1737229999999,1405
-8472221.1691629,5318917.09984614,2023/03/31 04:00:00+00,1759,1759,100 FERRIS AVE    ,OFFN AGAINST FAMILY,43.04561241,-76.1072576669999,10
-8477574.72752377,5313402.42779194,2023/08/25 04:00:00+00,218,218,300 SHIRLEY DR     ,SIMPLE ASSAULT,43.009398,-76.1553494999999,20
-8478709.16920368,5318113.95525572,2023/04/30 04:00:00+00,229,300,100 SABINE ST     ,POSSESSION/USE DANGEROUS WEAPONS,43.0403395530001,-76.1655403629999,20
-8474674.4606063,5312165.99367544,2023/04/15 04:00:00+00,2100,1300,100 LAFAYETTE RD     ,CRIMINAL MISCHIEF,43.001275504,-76.129295959,96
-8476648.33139682,5317061.15849756,2023/04/15 04:00:00+00,408,419,1400 S  STATE ST     ,POSSESSION/USE DANGEROUS WEAPONS,43.033426977,-76.147027542,42
-8475203.037052,5322182.99187381,2023/03/26 04:00:00+00,41,41,600 DEWITT ST     ,SIMPLE ASSAULT,43.0670491880001,-76.134044242,25
-8476912.28760928,5319373.45369499,2023/04/30 04:00:00+00,8,8,300 MONTGOMERY ST     ,SIMPLE ASSAULT,43.048608292,-76.1493987009999,60
-8475322.01064834,5322561.9314755,2023/08/25 04:00:00+00,907,907,600 HELEN ST     ,CRIMINAL MISCHIEF,43.069536,-76.1351129999999,30
-8477314.26284714,5321186.31385955,2023/04/15 04:00:00+00,1348,1348,300 E  DIVISION ST     ,SIMPLE ASSAULT,43.0605079520001,-76.153009706,55
-8481198.00996986,5319623.38734052,2023/08/13 04:00:00+00,2315,707,400 MILTON AVE    ,CRIMINAL MISCHIEF,43.0502490000001,-76.187898,15
-8477528.64125459,5321606.08330035,2023/07/25 04:00:00+00,945,945,900 S  SALINA ST     ,SIMPLE ASSAULT,43.0632630000001,-76.1549355,15
-8480523.04238251,5316928.83685384,2023/03/26 04:00:00+00,125,126,100 REED AVE    ,SIMPLE ASSAULT,43.032558109,-76.181834663,60
-8476574.85596879,5315089.17469879,2023/08/25 04:00:00+00,1106,1106,200 W  BRIGHTON AVE    ,POSSESSION/USE DANGEROUS WEAPONS,43.020477,-76.146367501,120
-8476612.71350122,5315358.78385468,2023/04/30 04:00:00+00,915,920,400 CANNON ST     ,SIMPLE ASSAULT,43.022247679,-76.146707581,15
-8476786.25168181,5314195.7501306,2023/08/13 04:00:00+00,2330,1230,2600 MIDLAND AVE    ,CRIMINAL MISCHIEF,43.0146090000001,-76.148266501,25
-8478632.67534767,5318844.59102638,2023/03/31 04:00:00+00,900,1334,300 OSWEGO ST     ,CRIMINAL MISCHIEF,43.045136389,-76.164853207,12
-8476644.71930198,5321102.70985709,2023/03/26 04:00:00+00,240,240,1400 LODI ST     ,CRIMINAL MISCHIEF,43.0599592240001,-76.146995094,42
-8474754.73654201,5319909.53824489,2023/04/15 04:00:00+00,1518,1518,300 ELM ST     ,CRIMINAL MISCHIEF,43.0521274050001,-76.13001709,35
-8479345.04138586,5320192.37528778,2023/08/25 04:00:00+00,1300,1400,1000 W  GENESEE ST     ,CRIMINAL MISCHIEF,43.0539840000001,-76.1712525,214
-8478684.83097813,5319005.10369018,2023/04/30 04:00:00+00,419,420,500 MARCELLUS ST     ,POSSESSION/USE DANGEROUS WEAPONS,43.0461901510001,-76.165321729,17
-8477642.35400311,5321881.71958129,2023/08/14 04:00:00+00,221,221,300 KIRKPATRICK ST     ,SIMPLE ASSAULT,43.065072,-76.155956999,20
-8476213.71973329,5313029.47872181,2023/03/31 04:00:00+00,245,245,4300 S  SALINA ST     ,SIMPLE ASSAULT,43.0069481020001,-76.143123359,25
-8478541.53730131,5318251.10355444,2023/07/20 04:00:00+00,1249,1249,700 OSWEGO ST     ,POSSESSION/USE DRUG,43.0412400000001,-76.1640345,30
-8477038.40223964,5324479.19167422,2023/04/15 04:00:00+00,1617,1617,200 MERRILL ST     ,CRIMINAL MISCHIEF,43.0821165790001,-76.1505316079999,15
-8477231.08414438,5318644.53494196,2023/08/25 04:00:00+00,1337,1337,500 S  SALINA ST     ,ALL OTHER OFFENSES,43.043823,-76.152262499,254
-8476496.21631827,5315956.22865394,2023/04/30 04:00:00+00,1712,1712,100 WOOD AVE    ,CRIMINAL MISCHIEF,43.026171262,-76.145661069,86
-8478500.96134692,5316772.11421144,2023/08/14 04:00:00+00,809,809,300 COOLIDGE AVE    ,OFFN AGAINST FAMILY,43.031529,-76.16367,70
-8480443.28831257,5317815.57361122,2023/04/01 04:00:00+00,336,336,100 HOLDEN ST     ,SIMPLE ASSAULT,43.038380483,-76.18111822,30
-8479541.30076507,5319364.35528756,2023/03/26 04:00:00+00,403,403,100 WALL ST     ,OFFN AGAINST FAMILY,43.048548564,-76.173015528,45
-8477004.84197351,5322625.7755008,2023/04/15 04:00:00+00,1625,1625,100 DELONG AVE    ,POSSESSION/USE DRUG,43.06995497,-76.1502301309999,27
-8477231.08414438,5318644.53494196,2023/08/25 04:00:00+00,1633,1633,500 S  SALINA ST     ,CRIMINAL MISCHIEF,43.043823,-76.152262499,254
-8478392.06784179,5323148.47892739,2023/04/30 04:00:00+00,1710,1710,1600 SPRING ST     ,SIMPLE ASSAULT,43.0733850510001,-76.162691793,60
-8476795.26844924,5314110.79702479,2023/08/14 04:00:00+00,1216,1216,300 W  OSTRANDER AVE    ,SIMPLE ASSAULT,43.0140510000001,-76.1483474999999,45
-8476006.36246876,5314446.62465928,2023/03/31 04:00:00+00,1400,1400,100 W  CALTHROP AVE    ,OFFN AGAINST FAMILY,43.016256797,-76.141260637,85
-8478287.06094537,5318163.37198452,2023/07/20 04:00:00+00,1305,1305,100 MERRIMAN AVE    ,POSSESSION/USE DRUG,43.040664,-76.1617485,49
-8476306.20151721,5310659.85861371,2023/04/15 04:00:00+00,2204,2204,100 SEARLWYN RD     ,SIMPLE ASSAULT,42.991379813,-76.143954137,15
-8479033.45813113,5319617.90328794,2023/08/26 04:00:00+00,115,115,200 RICHMOND AVE    ,SIMPLE ASSAULT,43.050213,-76.1684534999999,75
-8470979.88259046,5319966.14701444,2023/08/03 04:00:00+00,333,333,300 AUDUBON PKWY   ,SIMPLE ASSAULT,43.0524990000001,-76.096107,45
-8473147.44005544,5322271.18968493,2023/08/14 04:00:00+00,1531,1531,100 SHOTWELL PK     ,OFFN AGAINST FAMILY,43.0676280000001,-76.1155785,5
-8477552.43245616,5312988.2041768,2023/04/01 04:00:00+00,1200,630,100 MAXWELL AVE    ,CRIMINAL MISCHIEF,43.0066769640001,-76.1551492199999,30
-8476574.85596879,5315089.17469879,2023/07/20 04:00:00+00,1652,1652,200 W  BRIGHTON AVE    ,SIMPLE ASSAULT,43.020477,-76.146367501,120
-8478436.65875626,5317998.7948074,2023/04/16 04:00:00+00,1050,1050,200 KELLOGG ST     ,CRIMINAL MISCHIEF,43.039583457,-76.16309236,54
-8476388.50702988,5321375.70697708,2023/08/26 04:00:00+00,124,135,800 BUTTERNUT ST     ,ALL OTHER OFFENSES,43.0617510000001,-76.1446935,127
-8476242.27941657,5322204.84483463,2023/04/29 04:00:00+00,2255,2257,100 FIRST NORTH ST     ,CRIMINAL MISCHIEF,43.067192602,-76.143379915,5
-8477088.31700875,5319361.52742244,2023/07/25 04:00:00+00,1214,1230,300 S  WARREN ST     ,ALL OTHER OFFENSES,43.04853,-76.1509799999999,31
-8473073.01451556,5319740.45770209,2023/03/26 04:00:00+00,1302,1302,2000 ERIE BLVD E ,FRAUD,43.051017502,-76.114909924,42
-8478193.38559386,5320735.34549533,2023/07/29 04:00:00+00,1400,1405,400 E  DIVISION ST     ,OFFN AGAINST FAMILY,43.0575480000001,-76.160907,30
-8475327.02002542,5322431.64512005,2023/08/26 04:00:00+00,1054,1054,500 HELEN ST     ,SIMPLE ASSAULT,43.068681,-76.1351579999999,10
-8479620.05618786,5322321.931704,2023/08/14 04:00:00+00,1338,1338,1 DESTINY USA DR,CRIMINAL MISCHIEF,43.067961,-76.1737229999999,1405
-8478998.89342924,5321141.22262538,2023/07/22 04:00:00+00,2134,2134,100 IRON PIER DR     ,SIMPLE ASSAULT,43.060212,-76.168143,10
-8476116.2035254,5313612.55726969,2023/04/01 04:00:00+00,925,1004,100 BALLANTYNE RD     ,OFFN AGAINST FAMILY,43.0107782950001,-76.142247356,230
-8473874.30078189,5318990.00055023,2023/07/20 04:00:00+00,2000,1214,1800 E  GENESEE ST     ,CRIMINAL MISCHIEF,43.046091,-76.122108001,5
-8480617.92399202,5316962.62889945,2023/08/26 04:00:00+00,1055,1100,1800 BELLEVUE AVE    ,SIMPLE ASSAULT,43.0327800000001,-76.1826869989999,20
-8477179.40173307,5316000.64206893,2023/04/16 04:00:00+00,1400,1500,1300 MIDLAND AVE    ,CRIMINAL MISCHIEF,43.0264629270001,-76.151798228,10
-8475935.65934133,5323974.62654545,2023/08/26 04:00:00+00,2117,2117,900 WADSWORTH ST     ,CRIMINAL MISCHIEF,43.078806,-76.1406254999999,10
-8475011.93020673,5315638.70062152,2023/08/15 04:00:00+00,223,223,200 LORRAINE AVE    ,CRIMINAL MISCHIEF,43.0240860000001,-76.1323275,45
-8477682.42913112,5318623.97191563,2023/08/03 04:00:00+00,1217,1217,200 GIFFORD ST     ,POSSESSION/USE DRUG,43.043688,-76.1563169999999,10
-8479336.52544481,5317329.96314505,2023/08/26 04:00:00+00,2311,2311,100 ROWLAND ST     ,SIMPLE ASSAULT,43.0351920000001,-76.1711759999999,27
-8476972.82782379,5320907.67627197,2023/04/15 04:00:00+00,2236,2236,800 N  TOWNSEND ST     ,ALL OTHER OFFENSES,43.058679118,-76.149942543,44
-8479620.05618786,5322321.931704,2023/07/20 04:00:00+00,1400,1500,1 DESTINY USA DR,OFFN AGAINST FAMILY,43.067961,-76.1737229999999,1405
-8478247.61065366,5314786.91205921,2023/04/01 04:00:00+00,1126,1126,2000 SOUTH AVE    ,SIMPLE ASSAULT,43.018491806,-76.161394112,65
-8473286.19980071,5322681.24794269,2023/08/26 04:00:00+00,930,1100,100 EDTIM RD     ,CRIMINAL MISCHIEF,43.070319,-76.1168249999999,37
-8474488.08339224,5319122.63684231,2023/03/26 04:00:00+00,1148,1148,1500 E  GENESEE ST     ,SIMPLE ASSAULT,43.0469617420001,-76.127621704,97
-8476769.7206261,5319449.27024237,2023/08/15 04:00:00+00,1010,1030,300 E  WASHINGTON ST     ,CRIMINAL MISCHIEF,43.0491060000001,-76.148118,237
-8472050.96377655,5318953.26208257,2023/04/16 04:00:00+00,1308,1308,600 SALT SPRINGS RD     ,OFFN AGAINST FAMILY,43.0458498140001,-76.105728686,20
-8476707.42635038,5319200.73520718,2023/04/30 04:00:00+00,1808,1808,500 S  STATE ST     ,SIMPLE ASSAULT,43.0474744430001,-76.147558401,748
-8480340.75326544,5319980.51105203,2023/04/01 04:00:00+00,357,357,100 STATE FAIR BLVD   ,SIMPLE ASSAULT,43.0525932890001,-76.180197132,45
-8476978.61165057,5322391.87385783,2023/08/27 04:00:00+00,46,46,700 SPRING ST     ,POSSESSION/USE DANGEROUS WEAPONS,43.0684200000001,-76.1499944999999,40
-8479719.56445805,5318740.58635116,2023/03/26 04:00:00+00,1549,1549,200 MAGNOLIA ST     ,SIMPLE ASSAULT,43.044453591,-76.174616898,52
-8477231.08414438,5318644.53494196,2023/08/15 04:00:00+00,1419,1419,500 S  SALINA ST     ,ALL OTHER OFFENSES,43.043823,-76.152262499,254
-8476394.27471534,5316728.06094579,2023/04/16 04:00:00+00,1611,1620,100 BAKER AVE    ,SIMPLE ASSAULT,43.031239724,-76.1447453119999,15
-8475011.93020673,5315638.70062152,2023/08/03 04:00:00+00,1853,1856,200 LORRAINE AVE    ,SIMPLE ASSAULT,43.0240860000001,-76.1323275,45
-8478137.92199341,5316115.15188595,2023/04/01 04:00:00+00,1130,1133,0 CENTENNIAL DR     ,CRIMINAL MISCHIEF,43.027214912,-76.160408762,150
-8475985.25217448,5319155.88341683,2023/08/26 04:00:00+00,1400,736,700 E  GENESEE ST     ,CRIMINAL MISCHIEF,43.04718,-76.141071,35
-8472700.92588932,5323180.11075322,2023/03/26 04:00:00+00,1859,1859,300 FOBES AVE    ,POSSESSION/USE DANGEROUS WEAPONS,43.0735926190001,-76.111567395,60
-8476337.41149493,5318299.08210511,2023/08/15 04:00:00+00,1300,1000,1000 S  MCBRIDE ST     ,CRIMINAL MISCHIEF,43.0415550000001,-76.144234501,55
-8475122.68664354,5314787.95851495,2023/04/16 04:00:00+00,1839,1839,100 REMINGTON AVE    ,SIMPLE ASSAULT,43.0184986790001,-76.133322442,102
-8477688.86651463,5313344.53936208,2023/05/01 04:00:00+00,23,23,800 VALLEY DR     ,DRIVING UNDER INFLUENCE,43.0090177380001,-76.156374828,35
-8476291.13353358,5320838.35129707,2023/04/01 04:00:00+00,1134,1134,100 DOUGLAS ST     ,SIMPLE ASSAULT,43.0582240960001,-76.143818779,15
-8475985.25217448,5319155.88341683,2023/08/26 04:00:00+00,1805,741,700 E  GENESEE ST     ,CRIMINAL MISCHIEF,43.04718,-76.141071,35
-8472854.79580832,5319656.86237193,2023/03/26 04:00:00+00,1949,1949,100 CROLY ST     ,SIMPLE ASSAULT,43.050468746,-76.112949632,99
-8475149.18713889,5315849.74908756,2023/08/15 04:00:00+00,2006,2006,100 HUGHES PL     ,OFFN AGAINST FAMILY,43.025472,-76.1335605,10
-8477028.78256584,5323583.36633587,2023/04/16 04:00:00+00,1606,1644,1200 COURT ST     ,SIMPLE ASSAULT,43.07623872,-76.1504451929999,60
-8476211.17508105,5322419.30229642,2023/08/04 04:00:00+00,18,18,1300 BUTTERNUT ST     ,SIMPLE ASSAULT,43.0686000000001,-76.1431004999999,76
-8474463.90446488,5319316.28535288,2023/07/25 04:00:00+00,1451,1451,1400 E  FAYETTE ST     ,SIMPLE ASSAULT,43.048233,-76.1274045009999,5
-8478042.10240587,5317965.97896355,2023/08/27 04:00:00+00,19,19,600 W  ONONDAGA ST     ,CRIMINAL MISCHIEF,43.039368,-76.159548,90
-8477291.19678073,5319070.88521648,2023/07/21 04:00:00+00,1743,1743,400 S  SALINA ST     ,ALL OTHER OFFENSES,43.0466220000001,-76.1528025,84
-8479620.05618786,5322321.931704,2023/08/15 04:00:00+00,1858,1858,1 DESTINY USA DR,SIMPLE ASSAULT,43.067961,-76.1737229999999,1405
-8477249.61895092,5319600.08013928,2023/07/29 04:00:00+00,2000,657,100 S  SALINA ST     ,CRIMINAL MISCHIEF,43.0500960000001,-76.152429,5
-8476738.66248818,5319966.14701444,2023/07/24 04:00:00+00,1542,1542,400 JAMES ST     ,SIMPLE ASSAULT,43.0524990000001,-76.147839,62
-8473510.29873742,5319566.41809293,2023/04/01 04:00:00+00,1159,1159,1800 ERIE BLVD E ,DISORDERLY CONDUCT,43.0498750250001,-76.118838115,100
-8474439.35840584,5314861.69960577,2023/08/27 04:00:00+00,833,833,200 GOODRICH AVE    ,SIMPLE ASSAULT,43.018983,-76.1271839999999,15
-8476250.72288863,5322076.27417221,2023/03/26 04:00:00+00,1958,1958,100 GRASSMAN AVE    ,SIMPLE ASSAULT,43.066348829,-76.143455764,10
-8475594.5207618,5319321.76922844,2023/08/15 04:00:00+00,1800,1100,900 E  FAYETTE ST     ,CRIMINAL MISCHIEF,43.0482690000001,-76.1375609999999,25
-8475999.99799951,5321169.01747435,2023/04/17 04:00:00+00,2205,41,200 BEECHER ST     ,SIMPLE ASSAULT,43.060394429,-76.1412034639999,10
-8478156.31620342,5318325.1277072,2023/08/04 04:00:00+00,225,225,200 SHONNARD ST     ,SIMPLE ASSAULT,43.041726,-76.1605739999999,37
-8476588.43204861,5316222.48663122,2023/04/01 04:00:00+00,1247,1247,100 W  BORDEN AVE    ,ALL OTHER OFFENSES,43.02791977,-76.146489457,17
-8475346.55648474,5322834.85299528,2023/08/27 04:00:00+00,2059,2059,700 HELEN ST     ,SIMPLE ASSAULT,43.0713270000001,-76.135333499,5
-8477763.0801022,5315467.39855179,2023/07/29 04:00:00+00,635,718,100 RANDALL AVE    ,CRIMINAL MISCHIEF,43.0229610000001,-76.1570414999999,5
